ID,Language,Why_A_Wrong,Why_B_Wrong,Why_C_Wrong,Review_Status,Reviewer_Comments
13,TR,"A seçeneği, ""iktidar partileri"", yanlıştır çünkü muhalefet, tanımı gereği, iktidar partileri değildir. İktidar koalisyonunun parçası olmayan partiler ve üyelerdir.","B seçeneği, ""en çok parlamento üyesine sahip olan grup"", yanlıştır. En büyük parti genellikle hükümeti kurarken, bu muhalefetin tanımı değildir. Muhalefet, hükümetin parçası olmadıkları sürece, büyük veya küçük, birden fazla partiden oluşabilir.","C seçeneği, ""son seçimlerde %5 barajını geçen tüm partiler"", yanlıştır. %5 barajı hangi partilerin parlamentoya gireceğini belirlerken, muhalefeti tanımlamaz. %5 barajını geçen partiler hükümetin veya muhalefetin parçası olabilir.",,
13,UK,"Варіант A, ""правлячі партії"", є неправильним, оскільки опозиція, за визначенням, не є правлячими партіями. Це партії та члени, які не входять до складу правлячої коаліції.","Варіант B, ""фракція з найбільшою кількістю членів парламенту"", є неправильним. Хоча найбільша партія часто формує уряд, це не є визначенням опозиції. Опозиція може складатися з кількох партій, великих чи малих, якщо вони не входять до складу уряду.","Варіант C, ""усі партії, які подолали 5% бар'єр на останніх виборах"", є неправильним. Хоча 5% бар'єр визначає, які партії потрапляють до парламенту, він не визначає опозицію. Партії, які подолали 5% бар'єр, можуть бути частиною уряду або опозиції.",,
13,AR,"الخيار أ، ""الأحزاب الحاكمة""، غير صحيح لأن المعارضة، بحكم تعريفها، ليست الأحزاب الحاكمة.  إنهم الأحزاب والأعضاء الذين ليسوا جزءًا من الائتلاف الحاكم.","الخيار ب، ""الفصيل الذي يضم أكبر عدد من أعضاء البرلمان""، غير صحيح.  في حين أن أكبر حزب غالبًا ما يشكل الحكومة، إلا أنه ليس تعريفًا للمعارضة.  يمكن أن تتكون المعارضة من أحزاب متعددة، كبيرة كانت أم صغيرة، طالما أنها ليست جزءًا من الحكومة.","الخيار ج، ""جميع الأحزاب التي وصلت إلى عتبة 5٪ في الانتخابات الأخيرة""، غير صحيح.  بينما تحدد عتبة 5٪ الأحزاب التي تدخل البرلمان، فإنها لا تحدد المعارضة.  يمكن للأحزاب التي تجاوزت عتبة 5٪ أن تكون جزءًا من الحكومة أو المعارضة.",,
14,EN,Insulting passersby is not protected by freedom of speech. It falls under defamation and can be legally prosecuted.,,"Displaying Nazi, Hamas, or ISIS symbols is illegal in Germany due to their association with violence and hate speech.  These symbols are banned under Strafgesetzbuch section 86a.",,
14,DE,Passanten zu beschimpfen ist nicht von der Meinungsfreiheit gedeckt. Es fällt unter Beleidigung und kann strafrechtlich verfolgt werden.,,"Das öffentliche Tragen von Nazi-, Hamas- oder IS-Symbolen ist in Deutschland aufgrund ihrer Verbindung mit Gewalt und Hetze verboten. Diese Symbole sind nach § 86a StGB verboten.",,
14,TR,Yoldan geçenlere hakaret etmek ifade özgürlüğü kapsamında değildir. Hakaret suçuna girer ve yasal olarak kovuşturulabilir.,,"Nazi, Hamas veya IŞİD sembollerini sergilemek, şiddet ve nefret söylemiyle olan bağlantıları nedeniyle Almanya'da yasa dışıdır. Bu semboller Strafgesetzbuch bölüm 86a uyarınca yasaklanmıştır.",,
14,UK,Образа перехожих не захищена свободою слова. Це підпадає під дифамацію і може бути переслідуваним за законом.,,"Демонстрація символів нацистів, Хамас або ІДІЛ є незаконною в Німеччині через їх зв'язок з насильством та мовою ворожнечі. Ці символи заборонені відповідно до параграфу 86a Кримінального кодексу.",,
14,AR,إهانة المارة ليست محمية بحرية التعبير. إنها تندرج تحت التشهير ويمكن مقاضاتها قانونيًا.,,عرض رموز النازية أو حماس أو داعش غير قانوني في ألمانيا بسبب ارتباطها بالعنف وخطاب الكراهية. هذه الرموز محظورة بموجب القسم 86 أ من قانون العقوبات.,,
15,EN,"Military service (Militärdienst) is not prohibited, though conscription was suspended in 2011.  Citizens can voluntarily serve in the Bundeswehr.",,Free choice of profession (freie Berufswahl) is a constitutionally protected right in Germany (Article 12).  The Basic Law encourages individuals to pursue their chosen career paths.,,
15,DE,"Militärdienst ist nicht verboten, obwohl die Wehrpflicht 2011 ausgesetzt wurde. Bürger können sich freiwillig zur Bundeswehr melden.",,"Die freie Berufswahl ist in Deutschland ein verfassungsrechtlich geschütztes Recht (Artikel 12). Das Grundgesetz ermutigt den Einzelnen, seinen gewählten Berufsweg zu verfolgen.",,
15,TR,"Askerlik hizmeti (Militärdienst) yasak değildir, ancak zorunlu askerlik 2011'de askıya alınmıştır. Vatandaşlar gönüllü olarak Bundeswehr'de hizmet edebilirler.",,"Meslek özgürlüğü (freie Berufswahl), Almanya'da anayasal olarak korunan bir haktır (Madde 12). Anayasa, bireyleri seçtikleri kariyer yollarını takip etmeye teşvik eder.",,
15,UK,"Військова служба (Militärdienst) не заборонена, хоча призов було призупинено у 2011 році. Громадяни можуть добровільно служити в Бундесвері.",,Вільний вибір професії (freie Berufswahl) є конституційно захищеним правом у Німеччині (стаття 12). Основний закон заохочує людей обирати свій кар'єрний шлях.,,
15,AR,الخدمة العسكرية (Militärdienst) ليست محظورة، على الرغم من تعليق التجنيد الإجباري في عام 2011. يمكن للمواطنين الخدمة طواعية في الجيش الألماني.,,حرية اختيار المهنة (freie Berufswahl) حق مكفول دستوريًا في ألمانيا (المادة 12). يشجع القانون الأساسي الأفراد على اتباع المسارات المهنية التي يختارونها.,,
16,EN,,Criticizing the government is a core aspect of free speech in a democracy.  It allows for public discourse and holds the government accountable.,"Discussions about religion, even critical ones, are generally protected under free speech unless they incite hatred or violence.",,
16,DE,,Die Kritik an der Regierung ist ein zentraler Bestandteil der Meinungsfreiheit in einer Demokratie. Sie ermöglicht den öffentlichen Diskurs und macht die Regierung rechenschaftspflichtig.,"Diskussionen über Religionen, auch kritische, sind im Allgemeinen durch die Meinungsfreiheit geschützt, es sei denn, sie rufen zu Hass oder Gewalt auf.",,
16,TR,,"Hükümeti eleştirmek, bir demokraside ifade özgürlüğünün temel bir unsurudur.  Kamusal söyleme olanak tanır ve hükümeti hesap verebilir kılar.","Dinler hakkında tartışmalar, eleştirel olanlar bile, nefret veya şiddeti kışkırtmadıkları sürece genellikle ifade özgürlüğü kapsamındadır.",,
16,UK,,Критика уряду є основним аспектом свободи слова в демократії. Вона дозволяє вести публічний дискурс і забезпечує підзвітність уряду.,"Дискусії про релігії, навіть критичні, загалом захищені свободою слова, якщо вони не підбурюють до ненависті чи насильства.",,
