id,question,options,correct,category,difficulty,question_type,state,page_number,is_image_question,image_paths,image_mapping
363,Für wie viele Jahre wird der Landtag in Hessen gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Hessen,143,False,[],
364,Ab welchem Alter darf man in Hessen bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",18,Demokratie und Wahlen,easy,state_specific,Hessen,143,False,[],
365,Welche Farben hat die Landesflagge von Hessen?,"[""blau-wei\u00df-rot"", ""rot-wei\u00df"", ""schwarz-gold"", ""gr\u00fcn-wei\u00df-rot""]",rot-weiß,Föderalismus,easy,state_specific,Hessen,144,True,[],
366,Wo können Sie sich in Hessen über politische Themen informieren?,"[""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei der Verbraucherzentrale"", ""beim Ordnungsamt der Gemeinde"", ""bei den Kirchen""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Hessen,144,False,[],
367,Die Landeshauptstadt von Hessen heißt …,"[""Kassel."", ""Darmstadt."", ""Frankfurt."", ""Wiesbaden.""]",Wiesbaden.,Geografie,easy,state_specific,Hessen,145,False,[],
368,Welches Bundesland ist Hessen?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Hessen,145,False,[],single
369,Wie nennt man die Regierungschefin/den Regierungschef in Hessen?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Hessen,146,False,[],
370,Welche Ministerin/welchen Minister hat Hessen nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Hessen,146,False,[],
371,Welches Wappen gehört zum Bundesland Mecklenburg-Vorpommern?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 4,Föderalismus,easy,state_specific,Hessen,147,True,"[""images/page_147_img_2.png"", ""images/page_147_img_3.png"", ""images/page_147_img_4.png"", ""images/page_147_img_5.png""]",option_images
372,Welches ist ein Landkreis in Mecklenburg-Vorpommern?,"[""Prignitz"", ""Mecklenburgische Seenplatte"", ""Vogtlandkreis"", ""Rhein-Sieg-Kreis""]",Mecklenburgische Seenplatte,Geografie,medium,state_specific,Hessen,147,False,[],
373,Für wie viele Jahre wird der Landtag in Mecklenburg-Vorpommern gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Hessen,148,False,[],
374,Ab welchem Alter darf man in Mecklenburg-Vorpommern bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,easy,state_specific,Hessen,148,False,[],
375,Welche Farben hat die Landesflagge von Mecklenburg-Vorpommern?,"[""schwarz-rot-gold"", ""blau-wei\u00df-gelb-rot"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gelb""]",blau-weiß-gelb-rot,Föderalismus,medium,state_specific,Hessen,149,True,[],
376,Wo können Sie sich in Mecklenburg-Vorpommern über politische Themen informieren?,"[""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei den Kirchen"", ""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Hessen,149,False,[],
377,Die Landeshauptstadt von Mecklenburg-Vorpommern heißt …,"[""Greifswald."", ""Schwerin."", ""Rostock."", ""Wismar.""]",Schwerin.,Geografie,easy,state_specific,Hessen,150,False,[],
378,Welches Bundesland ist Mecklenburg-Vorpommern?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Hessen,150,False,[],single
379,Wie nennt man die Regierungschefin/den Regierungschef in Mecklenburg-Vorpommern?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Hessen,151,False,[],
380,Welche Ministerin/welchen Minister hat Mecklenburg-Vorpommern nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Hessen,151,False,[],
381,Welches Wappen gehört zum Bundesland Niedersachsen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Niedersachsen,152,True,"[""images/page_152_img_2.png"", ""images/page_152_img_3.png"", ""images/page_152_img_4.png"", ""images/page_152_img_5.jpeg""]",option_images
382,Welches ist ein Landkreis in Niedersachsen?,"[""Ammerland"", ""Rhein-Sieg-Kreis"", ""Nordfriesland"", ""Vogtlandkreis""]",Ammerland,Geografie,medium,state_specific,Niedersachsen,152,False,[],
383,Für wie viele Jahre wird der Landtag in Niedersachsen gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Niedersachsen,153,False,[],
384,Ab welchem Alter darf man in Niedersachsen bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Niedersachsen,153,False,[],
385,Welche Farben hat die Landesflagge von Niedersachsen?,"[""wei\u00df-blau"", ""schwarz-rot-gold"", ""schwarz-gelb"", ""blau-wei\u00df-rot""]",schwarz-rot-gold,Föderalismus,medium,state_specific,Niedersachsen,154,True,[],
386,Wo können Sie sich in Niedersachsen über politische Themen informieren?,"[""bei der Landeszentrale f\u00fcr politische Bildung"", ""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale"", ""bei den Kirchen""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Niedersachsen,154,False,[],
387,Die Landeshauptstadt von Niedersachsen heißt …,"[""Hannover."", ""Braunschweig."", ""Wolfsburg."", ""Osnabr\u00fcck.""]",Hannover.,Geografie,easy,state_specific,Niedersachsen,155,False,[],
388,Welches Bundesland ist Niedersachsen?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Niedersachsen,155,False,[],option_images
389,Wie nennt man die Regierungschefin/den Regierungschef in Niedersachsen?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Niedersachsen,156,False,[],
390,Welche Ministerin/welchen Minister hat Niedersachsen nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Niedersachsen,156,False,[],
391,Welches Wappen gehört zum Bundesland Nordrhein-Westfalen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 3,Föderalismus,easy,state_specific,Niedersachsen,157,True,"[""images/page_157_img_2.png"", ""images/page_157_img_3.png"", ""images/page_157_img_4.png"", ""images/page_157_img_5.jpeg""]",option_images
392,Welches ist ein Landkreis in Nordrhein-Westfalen?,"[""Ammerland"", ""Rhein-Sieg-Kreis"", ""Nordfriesland"", ""Vogtlandkreis""]",Rhein-Sieg-Kreis,Geografie,medium,state_specific,Niedersachsen,157,False,[],
393,Für wie viele Jahre wird der Landtag in Nordrhein-Westfalen gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Niedersachsen,158,False,[],
394,Ab welchem Alter darf man in Nordrhein-Westfalen bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Niedersachsen,158,False,[],
395,Welche Farben hat die Landesflagge von Nordrhein-Westfalen?,"[""rot-wei\u00df"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gold"", ""blau-wei\u00df-rot""]",grün-weiß-rot,Föderalismus,medium,state_specific,Niedersachsen,159,True,[],
396,Wo können Sie sich in Nordrhein-Westfalen über politische Themen informieren?,"[""bei den Kirchen"", ""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale"", ""bei der Landeszentrale f\u00fcr politische Bildung""]",bei der Landeszentrale für politische Bildung,Kultur und Gesellschaft,easy,state_specific,Niedersachsen,159,False,[],
397,Die Landeshauptstadt von Nordrhein-Westfalen heißt …,"[""K\u00f6ln."", ""Bonn."", ""D\u00fcsseldorf."", ""Dortmund.""]",Düsseldorf.,Geografie,easy,state_specific,Niedersachsen,160,False,[],
398,Welches Bundesland ist Nordrhein-Westfalen?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Niedersachsen,160,False,[],option_images
399,Wie nennt man die Regierungschefin/den Regierungschef in Nordrhein-Westfalen?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Niedersachsen,161,False,[],
400,Welche Ministerin/welchen Minister hat Nordrhein-Westfalen nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Niedersachsen,161,False,[],
401,Welches Wappen gehört zum Bundesland Rheinland-Pfalz?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 3,Föderalismus,medium,state_specific,Rheinland-Pfalz,162,True,"[""images/page_162_img_2.png"", ""images/page_162_img_3.png"", ""images/page_162_img_4.png"", ""images/page_162_img_5.png""]",option_images
402,Welches ist ein Landkreis in Rheinland-Pfalz?,"[""Westerwaldkreis"", ""Alt\u00f6tting"", ""Emsland"", ""Prignitz""]",Westerwaldkreis,Geografie,medium,state_specific,Rheinland-Pfalz,162,False,[],
403,Für wie viele Jahre wird der Landtag in Rheinland-Pfalz gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,163,False,[],
404,Ab welchem Alter darf man in Rheinland-Pfalz bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",18,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,163,False,[],
405,Welche Farben hat die Landesflagge von Rheinland-Pfalz?,"[""wei\u00df-rot"", ""schwarz-rot-gold"", ""schwarz-gelb"", ""gr\u00fcn-wei\u00df-rot""]",schwarz-rot-gold,Föderalismus,easy,state_specific,Rheinland-Pfalz,164,True,[],
406,Wo können Sie sich in Rheinland-Pfalz über politische Themen informieren?,"[""bei den Kirchen"", ""bei der Verbraucherzentrale"", ""beim Ordnungsamt der Gemeinde"", ""bei der Landeszentrale f\u00fcr politische Bildung""]",bei der Landeszentrale für politische Bildung,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,164,False,[],
407,Die Landeshauptstadt von Rheinland-Pfalz heißt …,"[""Mainz."", ""Kaiserslautern."", ""Ludwigshafen."", ""Koblenz.""]",Mainz.,Geografie,easy,state_specific,Rheinland-Pfalz,165,False,[],
408,Welches Bundesland ist Rheinland-Pfalz?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,medium,state_specific,Rheinland-Pfalz,165,False,[],single
409,Wie nennt man die Regierungschefin/den Regierungschef in Rheinland-Pfalz?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Rheinland-Pfalz,166,False,[],
410,Welche Ministerin/welchen Minister hat Rheinland-Pfalz nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Rheinland-Pfalz,166,False,[],
411,Welches Wappen gehört zum Bundesland Saarland?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 2,Föderalismus,medium,state_specific,Rheinland-Pfalz,167,True,"[""images/page_167_img_2.png"", ""images/page_167_img_3.png"", ""images/page_167_img_4.png"", ""images/page_167_img_5.png""]",option_images
412,Welches ist ein Landkreis im Saarland?,"[""Mecklenburgische Seenplatte"", ""Alt\u00f6tting"", ""Neunkirchen"", ""Rhein-Sieg-Kreis""]",Neunkirchen,Geografie,medium,state_specific,Rheinland-Pfalz,167,False,[],
413,Für wie viele Jahre wird der Landtag des Saarlandes gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,168,False,[],
414,Ab welchem Alter darf man im Saarland bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",18,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,168,False,[],
415,Welche Farben hat die Landesflagge des Saarlandes?,"[""wei\u00df-blau"", ""schwarz-rot-gold"", ""schwarz-gelb"", ""gr\u00fcn-wei\u00df-rot""]",schwarz-rot-gold,Föderalismus,easy,state_specific,Rheinland-Pfalz,169,True,[],
416,Wo können Sie sich im Saarland über politische Themen informieren?,"[""bei den Kirchen"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""bei der Verbraucherzentrale"", ""beim Ordnungsamt der Gemeinde""]",bei der Landeszentrale für politische Bildung,Demokratie und Wahlen,easy,state_specific,Rheinland-Pfalz,169,False,[],
417,Die Landeshauptstadt des Saarlandes heißt …,"[""Neunkirchen."", ""Homburg."", ""Saarbr\u00fccken."", ""V\u00f6lklingen.""]",Saarbrücken.,Geografie,easy,state_specific,Rheinland-Pfalz,170,False,[],
418,Welches Bundesland ist das Saarland?,"[""1"", ""2"", ""3"", ""4""]",3,Geografie,medium,state_specific,Rheinland-Pfalz,170,False,[],single
419,Wie nennt man die Regierungschefin/den Regierungschef des Saarlandes?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Rheinland-Pfalz,171,False,[],
420,Welche Ministerin/welchen Minister hat das Saarland nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Rheinland-Pfalz,171,False,[],
421,Welches Wappen gehört zum Freistaat Sachsen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 3,Föderalismus,easy,state_specific,Sachsen,172,True,"[""images/page_172_img_2.png"", ""images/page_172_img_4.png"", ""images/page_172_img_5.jpeg""]",option_images
422,Welches ist ein Landkreis in Sachsen?,"[""Vogtlandkreis"", ""Alt\u00f6tting"", ""Uckermark"", ""Nordfriesland""]",Vogtlandkreis,Geografie,medium,state_specific,Sachsen,172,False,[],
423,Für wie viele Jahre wird der Landtag in Sachsen gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Sachsen,173,False,[],
424,Ab welchem Alter darf man in Sachsen bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",18,Demokratie und Wahlen,medium,state_specific,Sachsen,173,False,[],
425,Welche Farben hat die Landesflagge von Sachsen?,"[""blau-wei\u00df-rot"", ""wei\u00df-gr\u00fcn"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gelb""]",weiß-grün,Föderalismus,easy,state_specific,Sachsen,174,True,[],
426,Wo können Sie sich in Sachsen über politische Themen informieren?,"[""bei der Landeszentrale f\u00fcr politische Bildung"", ""beim Ordnungsamt der Gemeinde"", ""bei den Kirchen"", ""bei der Verbraucherzentrale""]",bei der Landeszentrale für politische Bildung,Demokratie und Wahlen,easy,state_specific,Sachsen,174,False,[],
427,Die Landeshauptstadt von Sachsen heißt …,"[""Leipzig."", ""Dresden."", ""Chemnitz."", ""Zwickau.""]",Dresden.,Geografie,easy,state_specific,Sachsen,175,False,[],
428,Welches Bundesland ist Sachsen?,"[""1"", ""2"", ""3"", ""4""]",4,Geografie,easy,state_specific,Sachsen,175,False,[],single
429,Wie nennt man die Regierungschefin/den Regierungschef in Sachsen?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Sachsen,176,False,[],
430,Welche Ministerin/welchen Minister hat Sachsen nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Sachsen,176,False,[],
431,Welches Wappen gehört zum Bundesland Sachsen-Anhalt?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Sachsen,177,True,"[""images/page_177_img_2.png"", ""images/page_177_img_3.png"", ""images/page_177_img_4.png"", ""images/page_177_img_5.png""]",option_images
432,Welches ist ein Landkreis in Sachsen-Anhalt?,"[""Ammerland"", ""Alt\u00f6tting"", ""Uckermark"", ""B\u00f6rde""]",Börde,Geografie,medium,state_specific,Sachsen,177,False,[],
433,Für wie viele Jahre wird der Landtag in Sachsen-Anhalt gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Sachsen,178,False,[],
434,Ab welchem Alter darf man in Sachsen-Anhalt bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,medium,state_specific,Sachsen,178,False,[],
435,Welche Farben hat die Landesflagge von Sachsen-Anhalt?,"[""blau-wei\u00df-rot"", ""gelb-schwarz"", ""gr\u00fcn-wei\u00df-rot"", ""wei\u00df-rot""]",gelb-schwarz,Föderalismus,easy,state_specific,Sachsen,179,True,[],
436,Wo können Sie sich in Sachsen-Anhalt über politische Themen informieren?,"[""bei den Kirchen"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""beim Ordnungsamt der Gemeinde"", ""bei der Verbraucherzentrale""]",bei der Landeszentrale für politische Bildung,Demokratie und Wahlen,easy,state_specific,Sachsen,179,False,[],
437,Die Landeshauptstadt von Sachsen-Anhalt heißt …,"[""Halle."", ""Dessau."", ""Magdeburg."", ""Wittenberg.""]",Magdeburg.,Geografie,easy,state_specific,Sachsen,180,False,[],
438,Welches Bundesland ist Sachsen-Anhalt?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Sachsen,180,False,[],single
439,Wie nennt man die Regierungschefin/den Regierungschef in Sachsen-Anhalt?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Sachsen,181,False,[],
440,Welche Ministerin/welchen Minister hat Sachsen-Anhalt nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Sachsen,181,False,[],
441,Welches Wappen gehört zum Bundesland Schleswig-Holstein?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 2,Föderalismus,easy,state_specific,Schleswig-Holstein,182,True,"[""images/page_182_img_2.png"", ""images/page_182_img_4.png"", ""images/page_182_img_5.png""]",option_images
442,Welches ist ein Landkreis in Schleswig-Holstein?,"[""Ammerland"", ""Mecklenburgische Seenplatte"", ""Nordfriesland"", ""Rhein-Sieg-Kreis""]",Nordfriesland,Geografie,medium,state_specific,Schleswig-Holstein,182,False,[],
443,Für wie viele Jahre wird der Landtag in Schleswig-Holstein gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Schleswig-Holstein,183,False,[],
444,Ab welchem Alter darf man in Schleswig-Holstein bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,easy,state_specific,Schleswig-Holstein,183,False,[],
445,Welche Farben hat die Landesflagge von Schleswig-Holstein?,"[""wei\u00df-blau"", ""blau-wei\u00df-rot"", ""wei\u00df-rot"", ""gr\u00fcn-wei\u00df-rot""]",blau-weiß-rot,Föderalismus,easy,state_specific,Schleswig-Holstein,184,True,[],
446,Wo können Sie sich in Schleswig-Holstein über politische Themen informieren?,"[""bei der Verbraucherzentrale"", ""beim Ordnungsamt der Gemeinde"", ""beim / bei der Landesbeauftragten f\u00fcr politische Bildung"", ""bei den Kirchen""]",beim / bei der Landesbeauftragten für politische Bildung,Demokratie und Wahlen,medium,state_specific,Schleswig-Holstein,184,False,[],
447,Die Landeshauptstadt von Schleswig-Holstein heißt …,"[""Husum."", ""Flensburg."", ""L\u00fcbeck."", ""Kiel.""]",Kiel.,Geografie,easy,state_specific,Schleswig-Holstein,185,False,[],
448,Welches Bundesland ist Schleswig-Holstein?,"[""1"", ""2"", ""3"", ""4""]",1,Geografie,easy,state_specific,Schleswig-Holstein,185,False,[],option_images
449,Wie nennt man die Regierungschefin/den Regierungschef in Schleswig-Holstein?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Schleswig-Holstein,186,False,[],
450,Welche Ministerin/welchen Minister hat Schleswig-Holstein nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Schleswig-Holstein,186,False,[],
451,Welches Wappen gehört zum Freistaat Thüringen?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Föderalismus,easy,state_specific,Schleswig-Holstein,187,True,"[""images/page_187_img_2.jpeg"", ""images/page_187_img_3.png"", ""images/page_187_img_4.jpeg"", ""images/page_187_img_5.png""]",option_images
452,Welches ist ein Landkreis in Thüringen?,"[""Ammerland"", ""Alt\u00f6tting"", ""Nordfriesland"", ""Wartburgkreis""]",Wartburgkreis,Geografie,medium,state_specific,Schleswig-Holstein,187,False,[],
453,Für wie viele Jahre wird der Landtag in Thüringen gewählt?,"[""3"", ""4"", ""5"", ""6""]",5,Demokratie und Wahlen,easy,state_specific,Schleswig-Holstein,188,False,[],
454,Ab welchem Alter darf man in Thüringen bei Kommunalwahlen wählen?,"[""14"", ""16"", ""18"", ""20""]",16,Demokratie und Wahlen,easy,state_specific,Schleswig-Holstein,188,False,[],
455,Welche Farben hat die Landesflagge von Thüringen?,"[""blau-wei\u00df-rot"", ""wei\u00df-rot"", ""gr\u00fcn-wei\u00df-rot"", ""schwarz-gold""]",weiß-rot,Föderalismus,easy,state_specific,Schleswig-Holstein,189,True,[],
456,Wo können Sie sich in Thüringen über politische Themen informieren?,"[""bei den Kirchen"", ""bei der Verbraucherzentrale"", ""bei der Landeszentrale f\u00fcr politische Bildung"", ""beim Ordnungsamt der Gemeinde""]",bei der Landeszentrale für politische Bildung,Demokratie und Wahlen,medium,state_specific,Schleswig-Holstein,189,False,[],
457,Die Landeshauptstadt von Thüringen heißt …,"[""Eisenach."", ""Erfurt."", ""Gera."", ""Jena.""]",Erfurt.,Geografie,easy,state_specific,Schleswig-Holstein,190,False,[],
458,Welches Bundesland ist Thüringen?,"[""1"", ""2"", ""3"", ""4""]",2,Geografie,easy,state_specific,Schleswig-Holstein,190,False,[],option_images
459,Wie nennt man die Regierungschefin/den Regierungschef in Thüringen?,"[""Erste Ministerin/Erster Minister"", ""Premierministerin/Premierminister"", ""B\u00fcrgermeisterin/B\u00fcrgermeister"", ""Ministerpr\u00e4sidentin/Ministerpr\u00e4sident""]",Ministerpräsidentin/Ministerpräsident,Föderalismus,easy,state_specific,Schleswig-Holstein,191,False,[],
460,Welche Ministerin/welchen Minister hat Thüringen nicht?,"[""Justizministerin/Justizminister"", ""Au\u00dfenministerin/Au\u00dfenminister"", ""Finanzministerin/Finanzminister"", ""Innenministerin/Innenminister""]",Außenministerin/Außenminister,Föderalismus,medium,state_specific,Schleswig-Holstein,191,False,[],
